# Rime user dictionary
#@/db_name	moran
#@/db_type	userdb
#@/rime_version	1.13.1
#@/tick	2765
#@/user_id	rime-huan
qr;rw yy;cy wf;wi 	全英文	c=1 d=1 t=1369
qt;uv dy;bp 	確定	c=3 d=1.22764 t=2526
qt;uv rf;yr 	確認	c=1 d=1 t=737
qu;ey 	取	c=1 d=1 t=1983
qu;kp bx;dd 	區別	c=3 d=1.0655 t=2674
qu;ts 	去	c=0 d=0.1 t=1998
qu;ts is;pa 	去重	c=1 d=1 t=1643
qx;dq hr;fh 	切換	c=2 d=1.2982 t=2564
qy;yq qq;ad 	請求	c=1 d=1 t=1950
rf;pd 	人	c=1 d=1 t=167
rf;pd yr;kb 	人員	c=1 d=1 t=858
rf;rr wu;mw lj;mj 	任務欄	c=1 d=1 t=2751
rh;yx 	讓	c=1 d=1 t=1427
rh;yx wo;pd 	讓我	c=2 d=1.44933 t=1026
ri;aa vi;yv 	日誌	c=1 d=1 t=2075
rj;hq hb;xw 	然後	c=5 d=3.34867 t=1715
rr;iq jm;rn 	軟件	c=2 d=1 t=2667
ru;nk go;tm 	如果	c=4 d=1.14837 t=2660
ru;nk he;rk 	如何	c=3 d=1.66437 t=2518
ru;pd hu;pk 	入戶	c=2 d=1.97531 t=986
ru;pd kb;aa 	入口	c=2 d=1.00007 t=2622
ru;pd ku;gi 	入庫	c=1 d=1 t=1230
sb;fs bu;ad dk;dv 	搜不到	c=1 d=1 t=1536
sb;fs so;sb 	搜索	c=4 d=1.0007 t=2578
sj;aa vh;gi 	三張	c=1 d=1 t=2226
so;hj yb;ou 	所有	c=4 d=1.0047 t=2665
so;hj yi;rd 	所以	c=1 d=1 t=2233
so;ss xx;bh 	縮寫	c=1 d=1 t=516
su;zu du;gy 	速度	c=1 d=1 t=2111
sv;eo wf;dd pg;np 	隋文鵬	c=1 d=1 t=76
tc;rt jm;rn 	條件	c=5 d=1.03184 t=2037
tc;yv le;aa 	調了	c=1 d=1 t=138
tc;yv vg;vi 	調整	c=2 d=1.77492 t=1022
tc;zv go;zg 	跳過	c=1 d=1 t=2431
td 	他	c=10 d=3.39723 t=2334
te;ns dm;hv 	特點	c=1 d=1 t=1136
ti;fu 	提	c=3 d=2.58962 t=1034
ti;fu de;bu 	提的	c=1 d=1 t=2400
ti;fu gs;rg 	提供	c=4 d=1.65302 t=2618
ti;fu jc;li 	提交	c=2 d=1.51427 t=938
ti;fu uh;aa qu;ts 	提上去	c=1 d=1 t=1031
tj;gd iu;aa 	彈出	c=2 d=1.45612 t=2729
tl;dd do;xx 	太多	c=1 d=1 t=2541
tm;ad 	天	c=1 d=1 t=1773
tm;dt jw;lk 	添加	c=17 d=7.28459 t=2633
tm;dt jw;lk ys;kf hu;pk 	添加用戶	c=1 d=1 t=1451
tm;tv 	填	c=3 d=2.82795 t=640
tm;tv xx;bh 	填寫	c=1 d=1 t=1290
to;fq pj;mb 	托盤	c=1 d=1 t=2752
ts;si ji;yu uu;wl 	統計數	c=1 d=1 t=2469
ts;zy ys;kf 	通用	c=2 d=1.86071 t=1296
tu;kb 	圖	c=1 d=1 t=2726
tu;kh pm;pa 	圖片	c=5 d=1.42407 t=2690
tv;fv iu;aa 	推出	c=0 d=0.1 t=2651
tv;fv iu;aa dk;dv 	推出到	c=1 d=1 t=2652
tv;fv jm;ch 	推薦	c=1 d=1 t=1497
tv;fv uh;aa qu;ts 	推上去	c=1 d=1 t=1922
ua;ku 	啥	c=4 d=1.15099 t=1905
ub;pa ds;lv 	手動	c=1 d=0.136334 t=2761
ub;pa ds;lv gl;wj 	手動改	c=1 d=1 t=2762
ub;pa xx;bh 	手寫	c=1 d=1 t=2253
ub;wj dk;dv 	收到	c=1 d=1 t=548
ub;wj qm;jj 	收錢	c=1 d=1 t=178
ue;yu ji;yu 	設計	c=2 d=1.00024 t=2440
ue;yu vi;sv 	設置	c=4 d=1.99507 t=2627
uf;aa qy;yq 	申請	c=3 d=1.01778 t=1060
uf;bf pi;fb 	審批	c=1 d=1 t=501
uf;dm 	深	c=1 d=1 t=456
uf;dm vf;ti 	深圳	c=1 d=1 t=1311
ug;na ig;gg 	生成	c=2 d=1.8311 t=1431
uh;aa 	上	c=9 d=2.16025 t=2682
uh;aa bu;ad lc;aa 	上不了	c=1 d=1 t=2372
uh;aa hw;dg 	上滑	c=1 d=1 t=2164
uh;aa ir;rv 	上傳	c=19 d=1.55875 t=2743
uh;aa mm;aa 	上面	c=6 d=1.06077 t=2585
uh;aa wu;ru 	上午	c=1 d=1 t=1472
uh;mb 	𣜪	c=1 d=1 t=2584
ui;bg ji;ej 	實際	c=1 d=1 t=1916
ui;bg ji;ej uh;aa 	實際上	c=1 d=1 t=1163
ui;bg li;gp 	實力	c=1 d=1 t=1133
ui;bv nz;kr 	室內	c=1 d=1 t=1208
ui;kp jy;oj uj;aa qu;kp 	石景山區	c=1 d=1 t=1362
ui;os hb;ru 	時候	c=5 d=1.66996 t=2433
ui;os jm;mo 	時間	c=1 d=1 t=1790
ui;pf bl;wb 	失敗	c=3 d=1.00069 t=2052
ui;rl ys;kf 	使用	c=16 d=2.08218 t=2644
ui;yu ui;yu 	試試	c=4 d=1.90365 t=2008
ui;yu xw;ab 	試下	c=1 d=1 t=2760
uj;dc dc;fv 	刪掉	c=1 d=1 t=1081
uj;dc iu;ey 	刪除	c=4 d=2.7616 t=1917
uk;hx dg;vs xw;ab 	稍等下	c=1 d=1 t=816
ul;vu 	篩	c=0 d=0.1 t=820
ul;vu xr;zx 	篩選	c=1 d=1 t=917
ul;vu yi;aa xw;ab 	篩一下	c=1 d=1 t=821
uo;yd 	說	c=5 d=1.26547 t=2742
uo;yd my;oo 	說明	c=1 d=1 t=1593
us 	是	c=89 d=5.11712 t=2739
uu;iy ru;pd fa;dq 	輸入法	c=1 d=1 t=9
uu;mc vd;qp 	樹狀	c=1 d=1 t=2089
uu;oy qm;vg 	書籤	c=1 d=1 t=2631
uu;uu xy;xu 	屬性	c=1 d=1 t=2264
uu;wl ju;fj 	數據	c=14 d=3.13898 t=2691
uu;wl ju;fj ji;vm he;rk 	數據集合	c=1 d=1 t=1120
uu;wl ju;fj ku;gi 	數據庫	c=7 d=1.01466 t=2763
uu;wl ju;fj ku;gi bc;fy 	數據庫表	c=1 d=1 t=1392
uu;wl ju;fj qr;mv xm;eg 	數據權限	c=1 d=1 t=168
uw;dj xn;jq 	刷新	c=1 d=1 t=2167
uz;yv 	誰	c=2 d=1.0455 t=1044
vb;kj 	周	c=1 d=1 t=1934
vb;zv mo;ad 	週末	c=1 d=1 t=1066
vb;zv si;aa 	週四	c=1 d=1 t=1866
vd;qp tl;xn 	狀態	c=1 d=1 t=2563
vd;yv 	裝	c=1 d=1 t=424
vd;yv bu;ad uh;aa 	裝不上	c=1 d=1 t=312
vd;yv wj;by 	裝完	c=1 d=1 t=656
ve;zy 	這	c=92 d=5.47711 t=2737
ve;zy ge;rg 	這個	c=1 d=1 t=1261
ve;zy ld;ar ge;rg 	這兩個	c=1 d=1 t=1479
ve;zy li;wy 	這裏	c=9 d=1.06083 t=2530
ve;zy li;wy mm;aa 	這裏面	c=3 d=1.0007 t=2555
ve;zy lw;rl 	這倆	c=1 d=1 t=2360
vg;av bm;sb 	正編	c=1 d=1 t=391
vg;av ui;op 	正是	c=0 d=0.1 t=2682
vg;av ui;op hr;wh jy;tj 	正是環境	c=1 d=1 t=2683
vg;av vg;vi uu;wl 	正整數	c=1 d=1 t=1111
vh;bi hk;hh 	賬號	c=2 d=1.95123 t=74
vh;gi 	張	c=2 d=1.02448 t=1239
vh;gi mn;wm 	張敏	c=1 d=1 t=77
vh;lz 	章	c=4 d=1.01399 t=2150
vi;dd hb;xw 	之後	c=2 d=1.0488 t=1707
vi;dd lz;yl 	之類	c=3 d=1.00031 t=2165
vi;dt li;wl 	治理	c=1 d=1 t=509
vi;fv dy;bp 	指定	c=2 d=1.03371 t=2118
vi;kb 	只	c=2 d=1.89583 t=811
vi;kb ir;rv 	只傳	c=1 d=1 t=1846
vi;kb yb;ou 	只有	c=6 d=1.02351 t=1772
vi;ov ng;sb 	智能	c=1 d=1 t=842
vi;rv 	值	c=1 d=1 t=2455
vi;rv qm;jj 	值錢	c=3 d=1.0177 t=2339
vi;uq jx;fq 	直接	c=7 d=2.08086 t=2192
vi;uq jx;fq ti;fu 	直接提	c=1 d=1 t=1008
vi;uy ii;fs 	支持	c=1 d=1 t=839
vi;wx xy;xi 	執行	c=3 d=1.38118 t=1642
vj;rv ys;kf 	佔用	c=1 d=1.0041 t=1096
vj;uy ui;ex 	展示	c=3 d=1.00437 t=2342
vk;fg 	找	c=2 d=1.02063 t=2211
vk;fg rf;pd wf;mk 	找人問	c=0 d=0.1 t=1998
vk;fg rf;pd wf;mk wf;mk qu;ts 	找人問問去	c=1 d=1 t=1999
vk;fg uv;yv 	找誰	c=1 d=1 t=736
vk;fg uz;yv 	找誰	c=1 d=1 t=176
vk;fg yi;aa xw;ab 	找一下	c=1 d=1 t=1521
vk;hv pm;pa 	照片	c=19 d=1.93353 t=2696
vk;hv pm;pa ku;gi 	照片庫	c=6 d=2.18287 t=2490
vk;hv pm;pa uh;aa ir;rv 	照片上傳	c=1 d=1 t=1049
vk;mv pk;zb 	棹跑	c=1 d=1 t=2327
vr;iv 	轉	c=1 d=1 t=1167
vr;iv hr;fh 	轉換	c=4 d=1.83321 t=2692
vr;iv hr;fh ig;gg 	轉換成	c=1 d=1 t=1367
vs;aa rr;iq 	中軟	c=2 d=1.00004 t=2072
vs;aa xn;dd 	中心	c=1 d=1 t=510
vu;dw yk;xn 	主要	c=1 d=1 t=2127
vu;rv vl;bq 	住宅	c=1 d=1 t=1207
vu;yv ce;aa 	註冊	c=1 d=1 t=73
vu;yv ui;px 	註釋	c=1 d=1 t=1375
wf;mk 	問	c=1 d=0.108438 t=1998
wf;mk le;aa 	問了	c=1 d=1 t=1053
wf;mk le;aa xw;ab 	問了下	c=1 d=1 t=165
wf;mk ti;uy 	問題	c=7 d=1.09085 t=2677
wf;mk wf;mk 	問問	c=1 d=1 t=1909
wf;mk xw;ab 	問下	c=2 d=1.10177 t=697
wf;wi dh;md 	文檔	c=1 d=1 t=155
wf;wi jm;rn 	文件	c=21 d=1.50475 t=2705
wf;wi jm;rn my;xk 	文件名	c=1 d=1 t=2509
wh;sw ye;ab 	網頁	c=1 d=1 t=302
wh;xv 	往	c=1 d=1 t=959
wh;xv ku;gi 	往庫	c=1 d=1 t=1354
wj;by ig;gg 	完成	c=2 d=1.44709 t=1867
wl;xb bk;gs 	外包	c=2 d=1.97045 t=399
wo;pd 	我	c=59 d=4.13075 t=2746
wo;pd de;bu 	我的	c=0 d=0.1 t=2207
wz;vh 	爲	c=1 d=1 t=522
xc;ad 	小	c=1 d=1 t=2603
xc;dx hk;lm 	消耗	c=1 d=1 t=2140
xd;gy mu;aa 	項目	c=29 d=2.90803 t=1516
xd;mo gr;ma 	相關	c=8 d=1.00508 t=2624
xd;rx 	像	c=2 d=1.99501 t=2602
xd;xx 	想	c=4 d=1.90255 t=696
xi;ps ts;si 	系統	c=2 d=1.93707 t=701
xm;eg du;gy 	限度	c=1 d=1 t=751
xm;eg vi;dg 	限制	c=1 d=1 t=1437
xm;en 	先	c=2 d=1.92774 t=551
xm;ne ba;fb 	先把	c=2 d=1.05642 t=1602
xm;ne kj;ou 	先看	c=1 d=1 t=1830
xm;sq ig;hi 	線程	c=1 d=1 t=1302
xm;wj ig;gg 	現成	c=1 d=1 t=1303
xm;wj zl;ut 	現在	c=1 d=1 t=1028
xm;ys ui;ex 	顯示	c=3 d=1.37793 t=2695
xn;jq 	新	c=2 d=1.16696 t=362
xn;jq ja 	新加	c=1 d=1 t=964
xn;jq zg;tc 	新增	c=1 d=1 t=928
xn;ry 	信	c=1 d=1 t=50
xn;ry xi;xz 	信息	c=4 d=3.65383 t=1635
xp;xd hr;wh yi;ry ll;uf 	循環依賴	c=1 d=1 t=2356
xq;rp gl;wj 	修改	c=5 d=1.57157 t=2514
xt;jz 	學	c=0 d=0.1 t=2145
xt;jz de;bu go;zg ll;ad 	學的過來	c=1 d=1 t=2146
xu;ye qq;ad 	需求	c=10 d=1.27222 t=1704
xu;ye yk;xn 	需要	c=10 d=1.18712 t=2694
xw;ab 	下	c=6 d=1.24518 t=1933
xw;ab ll;ad 	下來	c=1 d=1 t=676
xw;ab mm;aa 	下面	c=2 d=1.04505 t=2086
xw;ab vb;zv si;aa 	下週四	c=1 d=1 t=1063
xw;ab wu;ru 	下午	c=1 d=1 t=1885
xw;ab zl;ig 	下載	c=6 d=1.13323 t=2619
xx;bh 	寫	c=7 d=2.38048 t=2104
xx;bh bu;ad wj;by 	寫不完	c=2 d=1.14661 t=2254
xx;bh dk;dv 	寫到	c=1 d=1 t=1048
xx;bh qi;zj ll;ad 	寫起來	c=1 d=1 t=2459
xx;bh wj;by 	寫完	c=1 d=1 t=869
xx;fj dl;jb 	攜帶	c=1 d=1 t=1667
xx;yu xx;yu 	謝謝	c=5 d=1.578 t=1534
xxv 	些	c=1 d=1 t=1892
xy;nu my;xk 	姓名	c=3 d=2.63295 t=897
xy;xd 	行	c=4 d=1.96131 t=2416
ya;ky 	呀	c=6 d=1.10834 t=1344
yb;ou 	有	c=38 d=4.0027 t=2735
yb;ou ui;os hb;ru 	有時候	c=2 d=1.9802 t=2753
yb;ou wf;mk ti;uy 	有問題	c=1 d=1 t=553
ye;gg 	也	c=8 d=1.03019 t=2684
ye;gg bu;ad xy;xi 	也不行	c=1 d=1 t=486
ye;gg dz;xc 	也得	c=1 d=1 t=1884
ye;gg ng;sb 	也能	c=1 d=1 t=1819
ye;gg ui;op 	也是	c=1 d=1 t=295
ye;gg yb;ou 	也有	c=1 d=1 t=1967
ye;gg yk;xn 	也要	c=1 d=1 t=2297
ye;yl wu;mw 	業務	c=3 d=1.00702 t=2275
yh;ey tl;uv 	陽臺	c=1 d=1 t=2472
yh;my 	樣	c=1 d=1 t=207
yh;my ui;gy 	樣式	c=1 d=1 t=1456
yi;aa cg;uc 	一層	c=1 d=1 t=2562
yi;aa ge;rg 	一個	c=5 d=1.55432 t=2441
yi;aa hv;ro 	一會	c=1 d=1 t=2425
yi;aa lz;yl ka;ub 	一類卡	c=1 d=1 t=185
yi;aa qi;zj 	一起	c=1 d=1 t=1321
yi;aa vh;gi 	一張	c=1 d=1 t=2305
yi;aa xw;ab 	一下	c=2 d=0.230512 t=1523
yi;aa yh;my 	一樣	c=1 d=1 t=2558
yi;hd ds;lv 	移動	c=1 d=1 t=826
yi;hd ds;lv dr;le 	移動端	c=10 d=1.13894 t=1660
yi;hd ds;lv dr;le pl;fb vk;hv 	移動端拍照	c=2 d=1.00001 t=2313
yi;rd hb;xw 	以後	c=1 d=1 t=780
yi;rd qm;qd 	以前	c=1 d=1 t=923
yi;ry ll;uf 	依賴	c=2 d=1.11136 t=1326
yi;vg jy;sg 	已經	c=1 d=1 t=791
yi;xy si;xt 	意思	c=1 d=1 t=1940
yi;yw 	義	c=1 d=1 t=1692
yj;uk jq;xj yj;uk jq;xj 	研究研究	c=1 d=1 t=1539
yk;xn 	要	c=15 d=2.40875 t=2348
yk;xn dj;kd du;qu 	要單獨	c=1 d=1 t=1855
yk;xn le;aa 	要了	c=1 d=1 t=2214
yk;xn ui;op 	要是	c=1 d=1 t=639
yn;ga ys;kf 	引用	c=1 d=1 t=1616
yo 	又	c=1 d=1 t=1106
yp;oj vo;yo 	暈着	c=1 d=1 t=22
yp;yy 	雲	c=1 d=1 t=1360
yp;yy vo;mo mm;aa 	雲桌面	c=4 d=3.39821 t=57
yr;dy 	源	c=2 d=1.67706 t=1408
yr;ix 	原	c=1 d=1 t=2454
yr;ix li;wl 	原理	c=1 d=1 t=2552
ys;kf 	用	c=25 d=1.90642 t=2659
ys;kf bu;ad lc;aa 	用不了	c=1 d=1 t=1854
ys;kf dk;dv 	用到	c=1 d=1 t=103
ys;kf hu;pk 	用戶	c=14 d=1.75741 t=2534
ys;kf hu;pk my;xk 	用戶名	c=1 d=1 t=835
ys;kf iu;hi 	用處	c=1 d=1 t=2733
ys;kf ll;ad 	用來	c=4 d=2.17654 t=2499
ys;kf tu;zy 	用途	c=1 d=1 t=2084
ys;kf uh;aa 	用上	c=1 d=1 t=2133
yt;oy wz;sv 	月維	c=2 d=1.00046 t=1609
yt;su dg;vs yu;fd 	約等於	c=1 d=1 t=1936
yu;xx 	御	c=1 d=1 t=1374
yu;yw fa;dq th;mt 	語法糖	c=2 d=1.96079 t=2446
yu;yw ju;gk 	語句	c=1 d=1 t=1395
yu;yy lj;jl 	預覽	c=1 d=1 t=2175
yu;yy ue;yu 	預設	c=1 d=1 t=1292
yu;zy dk;dv 	遇到	c=1 d=1 t=466
yy;cy wf;wi 	英文	c=4 d=1.30712 t=1368
yy;pj xd;yx 	影響	c=1 d=1 t=790
yy;xv gl;yh 	應該	c=8 d=2.24536 t=2394
yy;xv gl;yh jq;yj ke;dk yi;rd 	應該就可以	c=1 d=1 t=2377
yy;xv ys;kf 	應用	c=2 d=1.90937 t=2149
zb;ec yu;by if;bi 	鄒宇宸	c=1 d=1 t=1402
zi 	字	c=1 d=1 t=2765
zi;bc lc;md 	資料	c=2 d=1.93239 t=1353
zi;bc yr;dy 	資源	c=1 d=1 t=512
zi;bz dr;ud 	字段	c=7 d=1.58604 t=2723
zi;bz dr;ud li;wy 	字段裏	c=1 d=1 t=2724
zi;bz fu;vf ir;aa 	字符串	c=1 d=1 t=1165
zi;pa dl;jb 	自帶	c=3 d=1.00078 t=2579
zi;pa ds;lv 	自動	c=1 d=1 t=2430
zi;pa dy;bp 	自定	c=1 d=1 t=1691
zi;pa dy;bp yi;yw 	自定義	c=4 d=1.86199 t=2330
zi;pa ji;ag 	自己	c=7 d=2.0064 t=2641
zi;pa vi;yv 	自製	c=1 d=1 t=2437
zj;kz 	咱	c=5 d=1.05444 t=1057
zj;ov cp;uz 	暫存	c=1 d=1 t=1650
zj;ov ui;os 	暫時	c=1 d=1 t=1799
zl;aa 	再	c=3 d=1.82659 t=2759
zl;aa ba;fb 	再把	c=1 d=1 t=1746
zl;aa gl;wj 	再改	c=1 d=1 t=1601
zl;aa kj;ou xw;ab 	再看下	c=1 d=1 t=2761
zl;ig 	載	c=1 d=1 t=711
zl;ta 	在	c=0 d=0.1 t=709
zl;ut 	在	c=23 d=3.10536 t=2636
zo;gz wz;rl 	座位	c=1 d=1 t=2267
zo;rg 	做	c=5 d=1.19511 t=1307
zo;rg bu;ad dk;dv 	做不到	c=1 d=1 t=2021
zo;rg ig;gg 	做成	c=1 d=1 t=2235
zo;rg yi;aa xw;ab 	做一下	c=1 d=1 t=1748
zo;rv wz;vh 	作爲	c=1 d=1 t=2268
zp;zz ub;bc 	遵守	c=1 d=1 t=2669
zs;sc 	總	c=1 d=1 t=139
zs;sz he;rk 	綜合	c=1 d=1 t=514
zu;hq fh;hf 	租房	c=1 d=1 t=1312
zu;sq ig;gg 	組成	c=1 d=1 t=1657
zu;sq vd;yv 	組裝	c=3 d=2.53837 t=1631
zv;oq dy;yd cg;uc 	最頂層	c=1 d=1 t=2303
zv;oq hb;xw 	最後	c=1 d=1 t=1446
zv;oq ky;xd 	最快	c=1 d=1 t=1883
zv;oq xn;jq 	最新	c=3 d=1.04054 t=1097
